Reporter Identifier,VALUE
GE_BrightCorner,67530.280000
DarkCorner,-5.197301
DarkCorner,-4.299357
DarkCorner,-2.600312
DarkCorner,2.418660
DarkCorner,0.048959
DarkCorner,-1.282745
DarkCorner,2.556358
DarkCorner,-4.662732
DarkCorner,0.512331
DarkCorner,-3.955887
A_24_P66027,39.974090
A_32_P77178,20.466550
A_23_P212522,1451.550000
A_24_P934473,8.757491
A_24_P9671,8160.932000
A_32_P29551,70.530550
A_24_P801451,74.997780
A_32_P30710,35750.450000
A_32_P89523,26.423320
A_24_P704878,26.048800
A_32_P86028,26706.790000
A_24_P470079,21.153840
A_23_P65830,979.558500
A_23_P109143,3645.767000
A_24_P595567,6.473911
A_24_P391591,69.387510
A_24_P799245,-1.705046
A_24_P932757,-4.036688
A_24_P835500,165.720600
A_23_P54340,25.130670
A_23_P67555,361.288200
A_24_P286412,43.535080
A_24_P229084,7.606137
A_23_P202696,544.679900
A_24_P927716,139.153800
A_23_P124837,51.002630
A_24_P329635,1093.662000
AT_D_3,-0.130906
A_23_P148439,496.736300
A_23_P137931,-3.616841
A_23_P203819,5583.605000
A_32_P198868,1.366085
A_24_P687,-4.619298
A_23_P253052,872.050600
A_32_P139302,46.640780
A_23_P201647,1220.176000
A_24_P350557,-6.176877
A_23_P146584,338.584600
A_24_P289607,-2.457017
A_32_P54289,98.959530
A_23_P77000,98.288000
A_23_P111020,91.380020
A_32_P103558,648.344500
A_32_P235289,29.408550
A_32_P22191,107.108400
A_24_P253251,1362.254000
A_24_P52168,78.073400
A_24_P530900,58.621480
A_23_P391894,14.995940
A_24_P209571,11737.540000
A_24_P148907,969.471200
A_24_P6825,6.656583
A_23_P149281,596.838500
A_23_P104098,73.803930
A_24_P151920,100.397600
A_24_P252223,718.962000
A_32_P141065,120.307600
A_23_P217015,426.968400
A_32_P188888,27.981400
A_23_P135381,952.127800
A_23_P151294,-0.041948
A_32_P149011,114.275900
A_32_P156549,2259.207000
DarkCorner,-6.087359
DarkCorner,-7.491391
DarkCorner,-8.665121
DarkCorner,-7.534757
DarkCorner,-8.952514
DarkCorner,-6.442344
DarkCorner,-7.264674
DarkCorner,-5.552411
DarkCorner,-6.255443
GE_BrightCorner,76549.340000
GE_BrightCorner,76626.680000
GE_BrightCorner,70865.660000
DarkCorner,3.874300
DarkCorner,-3.752923
DarkCorner,-5.345525
DarkCorner,3.463797
DarkCorner,0.100806
DarkCorner,4.722235
DarkCorner,-0.896898
DarkCorner,-0.505579
DarkCorner,0.431891
A_23_P215419,30.047860
A_23_P145874,20.213120
AT_ssH_TR_5,16.858700
A_23_P127662,47.975390
A_23_P253029,1529.407000
A_32_P125233,21.680970
A_24_P298846,423.303700
A_23_P141315,510.247000
A_23_P87351,8039.422000
AT_ssH_PC_3,1066.087000
A_23_P155677,1056.568000
A_24_P938342,-6.900411
A_24_P131173,17.791270
A_32_P76091,184.748200
A_24_P50489,11988.780000
A_24_P276932,1074.528000
A_24_P838448,153.020300
A_23_P337746,58.997120
A_23_P216689,592.384100
A_24_P208897,6.713743
A_24_P42557,1.188314
(+)E1A_r60_3,5.881296
A_23_P93295,11.215730
A_24_P926770,326.732400
A_23_P67355,152.076500
