Reporter Identifier,VALUE
GE_BrightCorner,37344.420000
DarkCorner,1.755846
DarkCorner,-0.475157
DarkCorner,-0.980460
DarkCorner,-1.980004
DarkCorner,-3.297202
DarkCorner,-0.803870
DarkCorner,-2.068654
DarkCorner,-2.589318
DarkCorner,-2.612522
DarkCorner,-2.307140
A_24_P66027,36.367080
A_32_P77178,21.771340
A_23_P212522,1599.823000
A_24_P934473,6.690470
A_24_P9671,5187.978000
A_32_P29551,25.714880
A_24_P801451,102.441400
A_32_P30710,33336.570000
A_32_P89523,14.880650
A_24_P704878,6.712502
A_32_P86028,25693.540000
A_24_P470079,11.259120
A_23_P65830,806.710100
A_23_P109143,5846.856000
A_24_P595567,-1.380909
A_24_P391591,33.003200
A_24_P799245,-6.635558
A_24_P932757,-6.457699
A_24_P835500,117.970900
A_23_P54340,11.423840
A_23_P67555,210.571100
A_24_P286412,32.668690
A_24_P229084,-1.617896
A_23_P202696,666.165900
A_24_P927716,82.874690
A_23_P124837,75.120340
A_24_P329635,862.037200
AT_D_3,-4.373565
A_23_P148439,256.540100
A_23_P137931,-4.245695
A_23_P203819,3682.173000
A_32_P198868,-3.165363
A_24_P687,-5.824172
A_23_P253052,527.768400
A_32_P139302,15.365990
A_23_P201647,1168.985000
A_24_P350557,-7.524220
A_23_P146584,302.922700
A_24_P289607,-5.256239
A_32_P54289,59.007770
A_23_P77000,51.632090
A_23_P111020,95.282750
A_32_P103558,661.024800
A_32_P235289,15.921960
A_32_P22191,70.461170
A_24_P253251,1709.837000
A_24_P52168,58.440800
A_24_P530900,64.033990
A_23_P391894,12.450940
A_24_P209571,19555.460000
A_24_P148907,280.817700
A_24_P6825,4.233889
A_23_P149281,356.193400
A_23_P104098,58.950570
A_24_P151920,102.203400
A_24_P252223,562.173300
A_32_P141065,94.025010
A_23_P217015,369.656500
A_32_P188888,19.243840
A_23_P135381,644.162800
A_23_P151294,5.531940
A_32_P149011,63.262990
A_32_P156549,1770.699000
DarkCorner,-5.770224
DarkCorner,0.406208
DarkCorner,2.319437
DarkCorner,1.631137
DarkCorner,1.913061
DarkCorner,-4.030504
DarkCorner,-4.229256
DarkCorner,-4.339190
DarkCorner,-1.021017
GE_BrightCorner,38559.420000
GE_BrightCorner,37465.420000
GE_BrightCorner,38023.610000
DarkCorner,-0.705392
DarkCorner,-1.929271
DarkCorner,-3.732632
DarkCorner,-3.094853
DarkCorner,-2.949215
DarkCorner,-3.108329
DarkCorner,-5.144087
DarkCorner,-2.998679
DarkCorner,-3.535237
A_23_P215419,18.827560
A_23_P145874,7.851646
AT_ssH_TR_5,38.099260
A_23_P127662,12.183870
A_23_P253029,1025.688000
A_32_P125233,19.165200
A_24_P298846,496.854100
A_23_P141315,529.996700
A_23_P87351,6147.002000
AT_ssH_PC_3,1020.427000
A_23_P155677,1113.645000
A_24_P938342,-4.667697
A_24_P131173,1.395268
A_32_P76091,261.752100
A_24_P50489,12404.810000
A_24_P276932,1570.581000
A_24_P838448,126.487800
A_23_P337746,22.095990
A_23_P216689,342.856100
A_24_P208897,-2.486631
A_24_P42557,0.413022
(+)E1A_r60_3,3.517158
A_23_P93295,3.012454
A_24_P926770,403.626200
A_23_P67355,173.567000
A_23_P48487,38.324070
A_23_P204947,30077.760000
A_24_P50738,-0.081057
A_24_P624263,3.700886
A_23_P351328,6.558518
A_23_P129829,4077.312000
A_23_P142688,316.380200
A_32_P10665,55.330120
A_23_P53015,104.212400
A_23_P56855,0.204736
A_32_P184330,6.943971
A_24_P212086,5249.088000
A_24_P373475,-4.124985
A_23_P107597,83.054930
ETG02_36680,-5.278699
A_24_P394940,2.194859
A_24_P912617,-5.755897
