Reporter Identifier,VALUE
GE_BrightCorner,69219.950000
DarkCorner,6.316406
DarkCorner,-0.399601
DarkCorner,-1.851153
DarkCorner,-3.262721
DarkCorner,4.034393
DarkCorner,1.357580
DarkCorner,3.992844
DarkCorner,4.306266
DarkCorner,2.908482
DarkCorner,-0.220566
A_24_P66027,95.888640
A_32_P77178,41.075170
A_23_P212522,2669.512000
A_24_P934473,19.814860
A_24_P9671,8886.063000
A_32_P29551,74.357110
A_24_P801451,222.852700
A_32_P30710,36420.090000
A_32_P89523,32.893620
A_24_P704878,18.412120
A_32_P86028,37276.210000
A_24_P470079,44.390050
A_23_P65830,1395.016000
A_23_P109143,6987.874000
A_24_P595567,5.156931
A_24_P391591,84.654350
A_24_P799245,-1.747617
A_24_P932757,-1.628436
A_24_P835500,117.952800
A_23_P54340,33.083550
A_23_P67555,368.645800
A_24_P286412,44.917700
A_24_P229084,5.865713
A_23_P202696,1001.648000
A_24_P927716,157.062400
A_23_P124837,163.986400
A_24_P329635,1355.580000
AT_D_3,3.099846
A_23_P148439,630.428700
A_23_P137931,11.345610
A_23_P203819,6879.484000
A_32_P198868,11.976520
A_24_P687,10.001100
A_23_P253052,1239.962000
A_32_P139302,48.982000
A_23_P201647,2538.310000
A_24_P350557,1.677031
A_23_P146584,389.528600
A_24_P289607,6.020717
A_32_P54289,67.283480
A_23_P77000,131.729100
A_23_P111020,168.424800
A_32_P103558,965.250700
A_32_P235289,34.174540
A_32_P22191,123.819300
A_24_P253251,2528.164000
A_24_P52168,106.457800
A_24_P530900,105.752900
A_23_P391894,17.777820
A_24_P209571,31442.900000
A_24_P148907,369.155800
A_24_P6825,8.564865
A_23_P149281,1103.347000
A_23_P104098,111.951500
A_24_P151920,158.685900
A_24_P252223,1214.214000
A_32_P141065,160.459300
A_23_P217015,556.593400
A_32_P188888,44.170180
A_23_P135381,1249.307000
A_23_P151294,12.997540
A_32_P149011,158.982600
A_32_P156549,2934.646000
DarkCorner,1.555932
DarkCorner,-4.096560
DarkCorner,0.285727
DarkCorner,3.262573
DarkCorner,-5.099891
DarkCorner,5.732923
DarkCorner,-0.868894
DarkCorner,-1.264290
DarkCorner,-3.718387
GE_BrightCorner,69036.530000
GE_BrightCorner,71234.120000
GE_BrightCorner,66273.800000
DarkCorner,7.516346
DarkCorner,0.384400
DarkCorner,-0.983171
DarkCorner,0.891032
DarkCorner,4.912983
DarkCorner,1.266843
DarkCorner,-0.916407
DarkCorner,1.041820
DarkCorner,4.440998
A_23_P215419,45.234940
A_23_P145874,5.520640
AT_ssH_TR_5,74.444020
A_23_P127662,21.374970
A_23_P253029,2592.145000
A_32_P125233,49.149650
A_24_P298846,775.458000
A_23_P141315,830.839300
A_23_P87351,10889.860000
AT_ssH_PC_3,1529.122000
A_23_P155677,1813.763000
A_24_P938342,-4.257668
A_24_P131173,16.233250
A_32_P76091,272.795300
A_24_P50489,13762.190000
A_24_P276932,3325.561000
A_24_P838448,153.947200
A_23_P337746,72.950190
A_23_P216689,530.876800
A_24_P208897,6.522092
A_24_P42557,8.777398
(+)E1A_r60_3,16.348660
A_23_P93295,16.611160
A_24_P926770,1195.095000
A_23_P67355,342.983100
A_23_P48487,83.004970
A_23_P204947,32734.130000
A_24_P50738,7.261372
A_24_P624263,25.348020
A_23_P351328,26.408040
