Reporter Identifier,VALUE
GE_BrightCorner,67402.190000
DarkCorner,702.908500
DarkCorner,17.451030
DarkCorner,9.602791
DarkCorner,6.014834
DarkCorner,0.857079
DarkCorner,2.454133
DarkCorner,1.539736
DarkCorner,-2.061588
DarkCorner,-1.685627
DarkCorner,-0.790355
A_24_P66027,35.037330
A_32_P77178,9.714973
A_23_P212522,1295.269000
A_24_P934473,8.147344
A_24_P9671,5878.164000
A_32_P29551,46.559740
A_24_P801451,58.568950
A_32_P30710,23932.340000
A_32_P89523,15.340870
A_24_P704878,13.460930
A_32_P86028,21347.790000
A_24_P470079,18.386400
A_23_P65830,792.888400
A_23_P109143,3132.148000
A_24_P595567,4.742310
A_24_P391591,56.015900
A_24_P799245,-1.821961
A_24_P932757,-3.313853
A_24_P835500,115.857700
A_23_P54340,17.197170
A_23_P67555,249.354300
A_24_P286412,49.658970
A_24_P229084,1.387571
A_23_P202696,429.815400
A_24_P927716,89.541350
A_23_P124837,29.052440
A_24_P329635,973.980800
AT_D_3,-4.028587
A_23_P148439,518.152400
A_23_P137931,-1.934337
A_23_P203819,4674.785000
A_32_P198868,0.086752
A_24_P687,1.318127
A_23_P253052,733.992900
A_32_P139302,38.190740
A_23_P201647,893.448100
A_24_P350557,-0.967696
A_23_P146584,233.172900
A_24_P289607,-1.435792
A_32_P54289,91.322190
A_23_P77000,98.836870
A_23_P111020,79.558830
A_32_P103558,573.047200
A_32_P235289,17.091290
A_32_P22191,96.768440
A_24_P253251,1298.432000
A_24_P52168,73.590070
A_24_P530900,37.425260
A_23_P391894,7.029021
A_24_P209571,8698.744000
A_24_P148907,896.122200
A_24_P6825,4.870771
A_23_P149281,341.567000
A_23_P104098,51.326920
A_24_P151920,84.015650
A_24_P252223,729.362500
A_32_P141065,106.517900
A_23_P217015,424.706400
A_32_P188888,27.638500
A_23_P135381,790.028800
A_23_P151294,-1.074130
A_32_P149011,82.966370
A_32_P156549,1641.504000
DarkCorner,-4.648803
DarkCorner,-5.270266
DarkCorner,-1.744605
DarkCorner,-3.846095
DarkCorner,-2.336331
DarkCorner,-1.119625
DarkCorner,-1.757886
DarkCorner,-2.344261
DarkCorner,-0.642327
GE_BrightCorner,90033.950000
GE_BrightCorner,89940.250000
GE_BrightCorner,77442.960000
DarkCorner,318.707700
DarkCorner,-1.369056
DarkCorner,6.546845
DarkCorner,1.624253
DarkCorner,0.566468
DarkCorner,-0.177403
DarkCorner,-1.377919
DarkCorner,0.016035
DarkCorner,-3.327396
A_23_P215419,27.437420
A_23_P145874,11.431490
AT_ssH_TR_5,7.402654
A_23_P127662,32.530800
A_23_P253029,1478.647000
A_32_P125233,21.159150
A_24_P298846,318.942000
A_23_P141315,462.471000
A_23_P87351,7342.116000
AT_ssH_PC_3,979.467500
A_23_P155677,874.284300
A_24_P938342,-4.512954
A_24_P131173,10.749260
A_32_P76091,152.334700
A_24_P50489,10815.180000
A_24_P276932,839.608100
A_24_P838448,140.009500
A_23_P337746,56.130250
A_23_P216689,301.920400
A_24_P208897,1.188588
A_24_P42557,1.881954
(+)E1A_r60_3,2.615671
A_23_P93295,7.011527
A_24_P926770,227.270600
A_23_P67355,138.021100
A_23_P48487,62.801960
A_23_P204947,19996.470000
A_24_P50738,0.157606
A_24_P624263,8.941816
A_23_P351328,21.379200
A_23_P129829,5172.709000
A_23_P142688,301.370900
A_32_P10665,54.232090
A_23_P53015,152.122100
A_23_P56855,5.653440
A_32_P184330,3.895227
A_24_P212086,2041.061000
A_24_P373475,-1.101117
A_23_P107597,21.559870
ETG02_36680,-2.398600
A_24_P394940,3.079312
A_24_P912617,-2.607739
A_23_P152107,6229.953000
A_23_P97584,4651.786000
A_32_P146113,7.445375
(+)E1A_r60_a97,11063.340000
A_24_P305467,853.813200
A_23_P426140,105.448500
A_24_P356721,12192.130000
A_23_P356755,5412.850000
A_23_P379550,378.129500
A_23_P345710,311.455000
A_24_P719096,3.501617
A_24_P343233,601.866900
A_23_P408787,-2.359911
A_23_P344655,0.572480
A_23_P350678,-1.994175
A_23_P397933,5.401159
A_23_P145024,1416.835000
A_24_P104115,104.372100
A_23_P433829,57.392070
A_23_P110846,562.774000
A_24_P910381,13.617670
A_23_P110699,27.534940
DarkCorner,-0.962819
DarkCorner,-4.040362
DarkCorner,-2.225057
DarkCorner,-3.940825
DarkCorner,-1.879038
DarkCorner,-0.030172
DarkCorner,-1.733998
DarkCorner,-5.491488
DarkCorner,-2.212019
DarkCorner,-1.627670
GE_BrightCorner,85445.790000
DarkCorner,6.532917
DarkCorner,1824.525000
DarkCorner,121.827900
DarkCorner,32.136980
DarkCorner,-1.994232
DarkCorner,3.359190
DarkCorner,-0.289245
DarkCorner,-1.423985
DarkCorner,-2.587500
DarkCorner,-1.284748
A_23_P60811,0.999275
A_23_P112327,1.030916
A_24_P344890,9.188132
A_23_P111381,709.797000
A_23_P48414,44.579170
A_32_P3518,-0.583809
A_32_P430743,5.016897
A_24_P405552,190.612700
A_23_P85015,8.593948
A_23_P215604,9.704515
A_23_P369815,27.792410
A_32_P174908,3682.325000
A_23_P47155,167.789400
A_23_P66211,58.794540
A_23_P14986,2263.891000
A_23_P146783,303.170800
A_24_P236008,649.314700
A_24_P228611,4.072791
A_24_P11900,12.029410
A_23_P419038,97.324990
A_23_P335143,-0.736054
A_23_P165078,1041.268000
A_23_P104484,1.275297
A_23_P252145,46.304970
A_24_P363134,-0.488130
A_23_P315364,36.920020
A_24_P766854,-2.879435
A_23_P200425,242.102500
A_32_P93996,28.600030
A_23_P10561,4.619606
A_23_P384825,9.326003
A_32_P136427,239.032000
A_23_P155830,3843.592000
RC5,-7.243625
A_32_P230059,11568.650000
A_23_P63167,21.308910
A_23_P158461,77.298060
A_23_P75973,116.015300
A_24_P209204,11885.810000
A_32_P213091,2.239274
A_24_P119002,203.086800
A_24_P161086,929.104500
A_32_P205913,164.909900
A_23_P337767,118.649700
ETG10_13482,-3.961063
A_32_P59010,331.130800
A_23_P427299,19.984760
A_23_P17655,211.298000
A_23_P164100,1.097947
A_23_P31725,5.762214
A_32_P66072,39.399580
A_23_P39454,0.652014
A_23_P67332,528.596400
ETG04_27747,-1.111345
A_23_P205646,1697.032000
A_24_P157415,683.762000
A_23_P418493,1067.633000
A_24_P3415,773.590800
A_32_P136269,-1.513560
A_23_P39040,2540.582000
A_24_P295620,2412.346000
A_32_P146777,61.994510
A_24_P410639,1643.245000
A_23_P124384,16.839490
A_23_P125771,30.561410
DarkCorner,-5.530207
DarkCorner,-5.733807
DarkCorner,-2.513480
