Reporter Identifier,VALUE
GE_BrightCorner,47323.600000
DarkCorner,2.772274
DarkCorner,-0.550644
DarkCorner,0.425988
DarkCorner,-0.210759
DarkCorner,2.381443
DarkCorner,-1.153137
DarkCorner,-0.543631
DarkCorner,-1.109271
DarkCorner,1.079793
DarkCorner,-1.384015
A_24_P66027,43.244250
A_32_P77178,37.080090
A_23_P212522,1841.779000
A_24_P934473,17.230370
A_24_P9671,4537.490000
A_32_P29551,49.782290
A_24_P801451,90.937030
A_32_P30710,39571.200000
A_32_P89523,26.386870
A_24_P704878,9.368625
A_32_P86028,25666.590000
A_24_P470079,17.963100
A_23_P65830,941.057100
A_23_P109143,4244.798000
A_24_P595567,3.682736
A_24_P391591,72.156820
A_24_P799245,-2.943817
A_24_P932757,-4.788363
A_24_P835500,80.828010
A_23_P54340,30.990160
A_23_P67555,211.246900
A_24_P286412,64.856350
A_24_P229084,1.630006
A_23_P202696,454.070700
A_24_P927716,104.994900
A_23_P124837,68.313760
A_24_P329635,888.957300
AT_D_3,-4.167297
A_23_P148439,317.934300
A_23_P137931,-2.145649
A_23_P203819,4744.225000
A_32_P198868,0.005302
A_24_P687,1.757729
A_23_P253052,686.476000
A_32_P139302,36.899370
A_23_P201647,1065.449000
A_24_P350557,-3.857504
A_23_P146584,232.040900
A_24_P289607,-3.512616
A_32_P54289,132.212000
A_23_P77000,109.138700
A_23_P111020,107.649400
A_32_P103558,450.071900
A_32_P235289,27.893970
A_32_P22191,82.753150
A_24_P253251,1212.446000
A_24_P52168,77.249840
A_24_P530900,43.288580
A_23_P391894,6.414418
A_24_P209571,12351.300000
A_24_P148907,393.035200
A_24_P6825,16.220530
A_23_P149281,331.827000
A_23_P104098,88.296860
A_24_P151920,109.486800
A_24_P252223,531.722000
A_32_P141065,200.852200
A_23_P217015,466.166800
A_32_P188888,50.329080
A_23_P135381,1000.022000
A_23_P151294,5.907506
A_32_P149011,101.906700
A_32_P156549,2026.444000
DarkCorner,9.351686
DarkCorner,8.334928
DarkCorner,8.498556
DarkCorner,15.201170
DarkCorner,7.888918
DarkCorner,8.510790
DarkCorner,4.802123
DarkCorner,2.659961
DarkCorner,1.548300
GE_BrightCorner,51440.020000
GE_BrightCorner,50629.530000
GE_BrightCorner,50511.490000
DarkCorner,-0.175695
DarkCorner,-1.532820
DarkCorner,-2.701034
DarkCorner,-0.347772
DarkCorner,1.704608
DarkCorner,0.536740
DarkCorner,1.416743
DarkCorner,-0.391169
DarkCorner,-0.501517
A_23_P215419,33.119380
A_23_P145874,18.494090
AT_ssH_TR_5,20.563360
A_23_P127662,33.319780
A_23_P253029,1665.049000
A_32_P125233,40.900810
A_24_P298846,457.687700
A_23_P141315,514.528400
A_23_P87351,5844.999000
AT_ssH_PC_3,876.572400
A_23_P155677,1050.044000
A_24_P938342,-4.791237
A_24_P131173,11.674670
A_32_P76091,147.674500
A_24_P50489,9195.085000
A_24_P276932,1651.188000
A_24_P838448,156.290400
A_23_P337746,35.048140
A_23_P216689,349.479400
A_24_P208897,-1.204216
A_24_P42557,5.172341
(+)E1A_r60_3,9.042514
A_23_P93295,13.677660
A_24_P926770,326.752100
A_23_P67355,252.336000
A_23_P48487,64.654860
A_23_P204947,23301.270000
A_24_P50738,2.826786
A_24_P624263,13.226590
A_23_P351328,10.825800
A_23_P129829,4692.664000
A_23_P142688,231.535500
A_32_P10665,72.075610
A_23_P53015,147.639600
A_23_P56855,5.761682
A_32_P184330,9.846074
A_24_P212086,3141.122000
A_24_P373475,-8.744594
A_23_P107597,33.353890
ETG02_36680,-2.235745
A_24_P394940,5.971356
A_24_P912617,-3.109032
A_23_P152107,6082.479000
A_23_P97584,4218.190000
A_32_P146113,19.780740
(+)E1A_r60_a97,27817.720000
A_24_P305467,879.596600
A_23_P426140,113.686600
A_24_P356721,15341.500000
A_23_P356755,5631.823000
A_23_P379550,308.156200
A_23_P345710,333.630100
A_24_P719096,10.874070
A_24_P343233,608.943900
A_23_P408787,1.810343
A_23_P344655,8.393541
A_23_P350678,10.549420
A_23_P397933,16.616640
A_23_P145024,1254.544000
A_24_P104115,298.354500
A_23_P433829,86.567710
A_23_P110846,577.584100
A_24_P910381,82.690770
A_23_P110699,39.228860
DarkCorner,3.248552
DarkCorner,2.414014
DarkCorner,3.801454
DarkCorner,2.509916
DarkCorner,2.154397
DarkCorner,1.923811
DarkCorner,2.985032
DarkCorner,0.036834
DarkCorner,-2.515065
DarkCorner,2.398744
GE_BrightCorner,49134.510000
DarkCorner,0.490559
DarkCorner,-0.316529
DarkCorner,-2.751791
DarkCorner,-1.534663
DarkCorner,-1.845794
DarkCorner,4.140871
DarkCorner,-2.767635
DarkCorner,2.034919
DarkCorner,-3.672639
DarkCorner,-3.265684
A_23_P60811,3.397008
A_23_P112327,9.704857
A_24_P344890,17.557860
A_23_P111381,551.224200
A_23_P48414,28.320720
A_32_P3518,4.424331
A_32_P430743,7.299113
A_24_P405552,263.763200
A_23_P85015,5.703386
A_23_P215604,20.430800
A_23_P369815,35.811920
A_32_P174908,3428.205000
A_23_P47155,227.052000
A_23_P66211,61.495490
A_23_P14986,5501.247000
A_23_P146783,348.388100
A_24_P236008,696.446300
A_24_P228611,5.142468
A_24_P11900,11.868750
A_23_P419038,127.513200
A_23_P335143,-3.099782
A_23_P165078,1302.875000
A_23_P104484,2.307821
A_23_P252145,56.513170
A_24_P363134,-4.572719
A_23_P315364,34.720230
A_24_P766854,-0.372928
A_23_P200425,216.570100
A_32_P93996,35.185760
A_23_P10561,6.107954
A_23_P384825,8.834032
A_32_P136427,269.427500
A_23_P155830,3614.720000
RC5,-9.744606
A_32_P230059,5198.513000
A_23_P63167,11.880050
A_23_P158461,6.243933
A_23_P75973,123.570700
A_24_P209204,8938.455000
A_32_P213091,-5.416522
A_24_P119002,266.076300
A_24_P161086,1265.128000
A_32_P205913,130.339100
A_23_P337767,134.081600
ETG10_13482,-4.343626
A_32_P59010,354.100700
A_23_P427299,40.971670
A_23_P17655,230.173500
A_23_P164100,4.165331
A_23_P31725,-0.353820
A_32_P66072,71.145250
A_23_P39454,7.558356
A_23_P67332,898.891900
ETG04_27747,6.738308
A_23_P205646,1815.450000
A_24_P157415,768.742100
A_23_P418493,1396.139000
A_24_P3415,889.031400
A_32_P136269,-2.467184
A_23_P39040,3042.522000
A_24_P295620,2278.932000
A_32_P146777,116.778000
A_24_P410639,1296.346000
A_23_P124384,21.416560
A_23_P125771,78.332860
DarkCorner,-3.539284
DarkCorner,1.858969
DarkCorner,0.045388
DarkCorner,-1.033301
DarkCorner,-4.304370
DarkCorner,-4.689041
DarkCorner,-5.661682
DarkCorner,-3.197140
DarkCorner,-1.631102
DarkCorner,0.557193
DarkCorner,-1.669275
DarkCorner,-1.750674
DarkCorner,-1.995031
DarkCorner,-3.461257
DarkCorner,-4.548008
DarkCorner,-3.086265
DarkCorner,-3.655947
DarkCorner,-3.481114
A_23_P93722,93.894860
A_23_P127288,-1.902582
A_23_P132294,16379.320000
A_24_P830006,11.304590
A_24_P710866,93.471010
A_23_P313640,443.672600
A_24_P100368,216.513500
A_32_P105397,242.473800
A_24_P121271,650.481300
A_32_P18838,246.940900
A_23_P163099,61.700980
A_24_P324783,5.833868
A_24_P144183,7457.317000
A_23_P8625,12.697000
A_24_P124550,23.160990
A_23_P92842,2896.279000
A_23_P7033,3412.293000
A_23_P130865,313.362500
A_23_P33809,2762.301000
A_23_P367071,60.634540
A_24_P50437,3068.884000
A_32_P66674,6.183027
A_24_P214552,11.147150
A_23_P95050,114.419600
A_23_P99452,3.235228
A_23_P98900,209.082800
A_32_P19917,64.335590
A_24_P897997,26.417990
A_23_P107211,210.385300
A_32_P175715,5.881608
A_23_P348138,247.582000
A_24_P489105,25.419440
A_32_P202587,145.419500
A_23_P355075,41.194480
A_32_P93584,16.335760
A_32_P208200,34.379170
A_32_P162416,91.483060
A_32_P79103,35.466830
A_24_P28657,231.559000
A_23_P99044,50.244810
A_24_P509948,72.260490
A_24_P397204,131.479000
A_23_P28834,1274.522000
A_23_P251868,-7.219641
A_23_P202156,72.539420
RC1,-10.124010
A_24_P289954,0.279899
A_23_P33927,120.690600
A_23_P56798,1011.518000
A_23_P327307,118.092200
A_23_P170337,2696.241000
A_24_P182586,262.626600
A_23_P416766,3.568549
A_23_P363831,557.995300
A_24_P144625,41.546950
A_24_P913828,132.911200
A_23_P329286,221.071700
A_23_P18913,8.048786
A_23_P420218,66.630560
A_23_P92025,644.013000
A_32_P187234,11.214110
A_32_P204795,43.753220
A_23_P156996,47.576070
A_24_P579439,407.689400
A_32_P89827,64.993640
A_23_P201538,4439.935000
A_24_P366535,1230.019000
DarkCorner,-2.620028
DarkCorner,-0.413001
DarkCorner,-3.155814
DarkCorner,-4.286844
DarkCorner,-3.209716
DarkCorner,-1.617058
DarkCorner,-3.783901
DarkCorner,-2.633436
DarkCorner,1.712018
DarkCorner,-2.459075
DarkCorner,-0.227797
DarkCorner,0.337796
DarkCorner,-1.623812
DarkCorner,-1.748521
DarkCorner,-2.716234
DarkCorner,-1.242870
DarkCorner,-4.796340
DarkCorner,-3.390756
A_23_P113692,2.908768
A_23_P55518,133.270400
A_23_P219176,1618.570000
A_24_P263937,622.311900
A_32_P181452,61.173860
A_24_P236956,10309.550000
A_24_P33048,137.096900
A_24_P304419,3.045852
A_23_P65930,1545.773000
A_23_P74653,1709.300000
A_23_P214059,1657.124000
A_23_P321959,3424.705000
A_23_P127322,14.094770
A_23_P31006,37.545690
A_23_P157669,40247.750000
A_24_P29703,315.022400
A_24_P289834,72.264360
A_23_P122052,59.232480
A_23_P120378,0.808470
A_23_P77971,32.861800
A_24_P257022,132.734000
A_23_P61919,-3.734282
A_23_P134454,3163.404000
A_23_P43765,630.009300
A_32_P210622,1.159475
A_24_P100627,-3.250906
A_23_P16817,2406.015000
A_23_P125423,98.506740
A_32_P181593,17.933280
A_23_P257763,51.257970
A_23_P163787,-4.432107
A_24_P876152,-6.820313
A_23_P110433,1383.922000
A_23_P145016,1384.183000
A_23_P94563,12.690730
A_23_P53724,23.145800
A_23_P166848,6.232292
A_32_P64286,-5.850520
A_32_P112881,8519.803000
A_23_P96008,690.429000
A_32_P155721,2.949536
A_32_P137632,127.816200
AT_W_5,-3.254325
A_23_P97123,761.860300
A_23_P69513,131.113500
A_24_P195205,151.389000
A_24_P914208,1003.752000
A_24_P925709,841.380700
A_24_P226755,-1.355810
A_23_P83175,83.862750
A_24_P322426,450.660000
A_24_P522399,0.368055
A_23_P398947,5.675078
A_23_P67661,29.863750
A_24_P23951,1366.699000
A_23_P149998,69.704380
A_23_P40433,31.560080
A_23_P11507,243.236300
A_23_P53397,108.008500
A_23_P345799,39.710490
A_23_P25097,1212.560000
A_24_P354451,840.587000
A_24_P85590,1.191910
A_23_P155828,6962.961000
A_23_P106773,436.382400
A_23_P385835,7.698392
A_23_P76799,616.205700
A_32_P50463,16.524380
DarkCorner,-3.333745
DarkCorner,0.146009
DarkCorner,-1.407464
DarkCorner,-3.322785
DarkCorner,-4.025473
DarkCorner,-4.865591
DarkCorner,-1.147696
DarkCorner,-3.772794
DarkCorner,-1.930567
DarkCorner,-1.723731
DarkCorner,-3.423266
DarkCorner,-0.505491
DarkCorner,-2.262207
DarkCorner,-2.966896
DarkCorner,-2.653239
DarkCorner,-4.319493
A_23_P52109,3.266167
A_23_P204721,27.497670
A_23_P255076,138.262500
A_24_P921477,242.378900
A_24_P216014,8.252799
A_23_P7201,770.713100
A_32_P132169,919.309700
A_23_P105900,6667.084000
A_24_P59506,-2.217724
A_23_P402287,371.027700
A_24_P583225,20.010460
A_23_P314726,1872.523000
A_24_P241815,619.739200
A_23_P37623,313.581000
A_24_P932451,35.588750
A_32_P58029,35.049760
A_23_P315451,4.861871
A_23_P358944,1515.545000
A_23_P214432,41.714840
A_24_P765923,12.132450
A_23_P68436,6105.194000
A_32_P86616,26.916530
A_23_P333683,0.418806
A_24_P247861,-0.213649
A_23_P109001,24.749470
A_23_P30983,2.594762
A_24_P196307,-3.611633
A_23_P137434,12366.400000
A_23_P160406,1211.318000
A_32_P118568,4.837886
A_23_P373584,-4.005003
A_23_P139123,4.912753
A_23_P106080,2704.643000
A_23_P109235,458.938100
A_32_P171793,72.320500
A_23_P109269,282.760100
A_24_P147461,4603.286000
A_24_P752362,46.160400
A_24_P284584,14.932060
A_23_P352799,32.300330
A_24_P913096,1.463934
A_23_P62255,6.614042
A_24_P936875,280.368100
A_24_P145333,6.854758
A_23_P366426,14.915400
A_32_P823874,-0.315180
A_23_P120845,10952.610000
A_24_P289106,772.142700
A_23_P64051,1709.429000
A_24_P108401,18450.260000
A_23_P105144,22.221390
A_32_P37988,5.999351
A_24_P350499,12.047260
A_23_P63696,4061.822000
A_24_P63563,537.891800
A_23_P65733,111.521200
A_23_P161998,31.166990
A_23_P27256,175.785400
A_32_P94354,59.415430
A_23_P17739,116.327500
A_23_P395609,22.198020
A_23_P22854,2.874271
A_24_P100613,39.643080
A_32_P6107,6.508764
A_24_P710270,8.774020
A_23_P77192,-0.915961
A_24_P307993,13.568410
DarkCorner,-3.079226
DarkCorner,-2.447842
DarkCorner,-5.375216
DarkCorner,-1.647557
DarkCorner,-3.293843
DarkCorner,-3.925858
DarkCorner,-1.857243
DarkCorner,1.364466
DarkCorner,0.116320
DarkCorner,-3.171328
DarkCorner,-1.836540
DarkCorner,3.071833
DarkCorner,-1.676056
DarkCorner,0.709407
DarkCorner,-1.619507
DarkCorner,-3.643952
A_23_P44363,69.275960
A_23_P774,415.544300
A_23_P97296,2356.469000
A_23_P109774,599.224900
A_24_P383267,6.270755
A_23_P313560,1633.879000
A_23_P64854,2909.185000
A_24_P378987,602.420400
A_32_P30693,25.763280
A_23_P208393,86.747730
A_32_P198325,58.180770
A_24_P173790,57.956630
A_23_P77043,-0.142882
A_23_P169619,31.384860
A_23_P322076,32.474170
A_23_P330895,437.765300
A_23_P121253,505.527600
A_23_P16609,684.276900
A_32_P140220,70.651210
A_23_P103661,2233.761000
A_23_P123608,324.842700
A_24_P935054,95.895250
A_23_P425332,15.960640
A_23_P87041,12.918500
A_23_P36962,451.995700
A_23_P17490,1174.672000
