Reporter Identifier,VALUE
GE_BrightCorner,98857.600000
DarkCorner,-1.099997
DarkCorner,-4.211779
DarkCorner,5.259182
DarkCorner,3.402456
DarkCorner,3.761827
DarkCorner,-1.979887
DarkCorner,-2.107766
DarkCorner,5.210430
DarkCorner,-1.359753
DarkCorner,0.566385
A_24_P66027,336.380000
A_32_P77178,30.950640
A_23_P212522,3234.055000
A_24_P934473,32.193090
A_24_P9671,17759.710000
A_32_P29551,148.983100
A_24_P801451,144.969700
A_32_P30710,91621.970000
A_32_P89523,49.824270
A_24_P704878,46.504770
A_32_P86028,63646.750000
A_24_P470079,36.350860
A_23_P65830,2012.927000
A_23_P109143,13695.570000
A_24_P595567,9.897072
A_24_P391591,129.483700
A_24_P799245,0.095523
A_24_P932757,1.518755
A_24_P835500,407.709600
A_23_P54340,63.903560
A_23_P67555,651.537200
A_24_P286412,117.718600
A_24_P229084,10.327760
A_23_P202696,1143.543000
A_24_P927716,228.838300
A_23_P124837,115.025100
A_24_P329635,2255.768000
AT_D_3,7.182642
A_23_P148439,635.497000
A_23_P137931,3.754640
A_23_P203819,10028.940000
A_32_P198868,11.089300
A_24_P687,-1.456598
A_23_P253052,1716.190000
A_32_P139302,95.234090
A_23_P201647,1948.667000
A_24_P350557,-3.045646
A_23_P146584,747.155100
A_24_P289607,-1.646870
A_32_P54289,176.736400
A_23_P77000,230.696200
A_23_P111020,199.708000
A_32_P103558,2229.322000
A_32_P235289,50.080560
A_32_P22191,228.288200
A_24_P253251,4194.172000
A_24_P52168,160.503500
A_24_P530900,106.670600
A_23_P391894,21.480660
A_24_P209571,21370.410000
A_24_P148907,1633.710000
A_24_P6825,18.208790
A_23_P149281,1243.412000
A_23_P104098,121.748500
A_24_P151920,194.455100
A_24_P252223,980.113300
A_32_P141065,240.701000
A_23_P217015,1036.968000
A_32_P188888,37.647800
A_23_P135381,1961.868000
A_23_P151294,2.733979
A_32_P149011,336.588200
A_32_P156549,4017.688000
DarkCorner,1.006908
DarkCorner,-0.112602
DarkCorner,-1.757920
DarkCorner,1.319412
DarkCorner,0.946531
DarkCorner,-5.769027
DarkCorner,5.082564
DarkCorner,5.136035
DarkCorner,-3.803754
GE_BrightCorner,93858.880000
GE_BrightCorner,89985.300000
GE_BrightCorner,102903.200000
DarkCorner,4.264134
DarkCorner,3.136721
DarkCorner,-4.666329
DarkCorner,4.659271
DarkCorner,5.990043
DarkCorner,2.256905
DarkCorner,-3.463328
DarkCorner,5.958144
DarkCorner,-0.580783
A_23_P215419,84.985460
A_23_P145874,72.320510
AT_ssH_TR_5,59.506010
A_23_P127662,97.239010
A_23_P253029,3546.634000
A_32_P125233,39.019250
A_24_P298846,950.312400
A_23_P141315,1234.999000
A_23_P87351,16298.160000
AT_ssH_PC_3,2855.038000
A_23_P155677,2395.419000
A_24_P938342,5.977986
A_24_P131173,30.938750
A_32_P76091,563.321200
A_24_P50489,24418.090000
A_24_P276932,2122.022000
A_24_P838448,508.254300
A_23_P337746,112.415700
A_23_P216689,1110.894000
A_24_P208897,28.150930
A_24_P42557,24.156490
(+)E1A_r60_3,19.092060
A_23_P93295,27.977230
A_24_P926770,441.477800
A_23_P67355,300.318000
A_23_P48487,132.782300
A_23_P204947,73821.170000
A_24_P50738,12.422200
A_24_P624263,36.180790
A_23_P351328,38.463940
A_23_P129829,8736.998000
A_23_P142688,717.113000
A_32_P10665,140.486600
A_23_P53015,244.769100
A_23_P56855,31.828100
A_32_P184330,27.286920
A_24_P212086,8910.268000
A_24_P373475,-5.607653
A_23_P107597,84.466120
ETG02_36680,7.260331
A_24_P394940,18.107200
A_24_P912617,5.491424
A_23_P152107,15348.030000
A_23_P97584,12082.420000
A_32_P146113,12.773180
(+)E1A_r60_a97,35587.110000
A_24_P305467,2298.000000
A_23_P426140,440.018800
A_24_P356721,33905.910000
A_23_P356755,14573.250000
A_23_P379550,1337.303000
A_23_P345710,682.220400
A_24_P719096,20.057410
A_24_P343233,1388.970000
A_23_P408787,-1.408123
A_23_P344655,10.014650
A_23_P350678,1.582974
A_23_P397933,7.221667
A_23_P145024,3610.656000
A_24_P104115,599.423200
A_23_P433829,223.357800
A_23_P110846,1966.048000
A_24_P910381,109.364900
A_23_P110699,95.067530
DarkCorner,-5.124024
DarkCorner,-0.124439
DarkCorner,-0.216008
DarkCorner,-1.497785
DarkCorner,-5.092595
DarkCorner,-1.373983
DarkCorner,2.532483
DarkCorner,3.540236
DarkCorner,-2.728923
DarkCorner,-2.232958
GE_BrightCorner,88570.490000
DarkCorner,5.743999
DarkCorner,-7.766572
DarkCorner,1.448253
DarkCorner,-4.849840
DarkCorner,-5.509437
DarkCorner,5.215617
DarkCorner,2.189897
DarkCorner,-3.021770
DarkCorner,0.185605
DarkCorner,2.373616
A_23_P60811,12.995070
A_23_P112327,14.677880
A_24_P344890,31.273410
A_23_P111381,2106.873000
A_23_P48414,180.353700
A_32_P3518,13.574020
A_32_P430743,34.965120
A_24_P405552,846.253900
A_23_P85015,43.620640
A_23_P215604,66.621430
A_23_P369815,73.510380
