Reporter Identifier,VALUE
GE_BrightCorner,28958.690000
DarkCorner,-2.499188
DarkCorner,-0.016769
DarkCorner,-3.973400
DarkCorner,-2.073653
DarkCorner,-2.196445
DarkCorner,-3.964982
DarkCorner,1.178795
DarkCorner,-0.847722
DarkCorner,-2.839887
DarkCorner,-3.528217
A_24_P66027,43.332560
A_32_P77178,22.734700
A_23_P212522,1753.030000
A_24_P934473,13.014980
A_24_P9671,4375.815000
A_32_P29551,35.483370
A_24_P801451,101.666100
A_32_P30710,36501.010000
A_32_P89523,15.351440
A_24_P704878,9.358859
A_32_P86028,25012.160000
A_24_P470079,14.956140
A_23_P65830,976.491000
A_23_P109143,4632.043000
A_24_P595567,2.007305
A_24_P391591,55.021360
A_24_P799245,-2.835471
A_24_P932757,-5.363495
A_24_P835500,91.931340
A_23_P54340,18.904210
A_23_P67555,209.165000
A_24_P286412,37.761530
A_24_P229084,-1.391168
A_23_P202696,522.894100
A_24_P927716,120.994100
A_23_P124837,73.194900
A_24_P329635,932.617800
AT_D_3,-2.857889
A_23_P148439,327.727300
A_23_P137931,-7.453346
A_23_P203819,4756.872000
A_32_P198868,1.501968
A_24_P687,0.126698
A_23_P253052,629.492100
A_32_P139302,27.601680
A_23_P201647,1203.568000
A_24_P350557,-4.657720
A_23_P146584,242.462700
A_24_P289607,-1.251924
A_32_P54289,73.411870
A_23_P77000,92.974350
A_23_P111020,99.165050
A_32_P103558,577.470700
A_32_P235289,15.554120
A_32_P22191,71.618270
A_24_P253251,1323.096000
A_24_P52168,60.590140
A_24_P530900,41.734990
A_23_P391894,4.793336
A_24_P209571,14095.590000
A_24_P148907,322.143700
A_24_P6825,4.405336
A_23_P149281,348.819400
A_23_P104098,67.206580
A_24_P151920,97.918530
A_24_P252223,570.738200
A_32_P141065,115.511100
A_23_P217015,378.358200
A_32_P188888,30.972870
A_23_P135381,1021.836000
A_23_P151294,5.323122
A_32_P149011,74.672180
A_32_P156549,2109.721000
DarkCorner,-2.499778
DarkCorner,-3.365724
DarkCorner,-0.621975
DarkCorner,-1.929586
DarkCorner,-1.781887
DarkCorner,-2.400904
DarkCorner,-0.894106
DarkCorner,-0.640695
DarkCorner,1.049169
GE_BrightCorner,29876.810000
GE_BrightCorner,29633.650000
GE_BrightCorner,31323.640000
DarkCorner,-1.599531
DarkCorner,-2.770128
DarkCorner,-1.930870
DarkCorner,0.928704
DarkCorner,-1.479410
DarkCorner,-3.204323
DarkCorner,-1.813097
DarkCorner,0.440963
DarkCorner,-2.523354
A_23_P215419,29.390830
A_23_P145874,14.817520
AT_ssH_TR_5,15.911970
A_23_P127662,24.009440
A_23_P253029,1623.515000
A_32_P125233,60.257220
A_24_P298846,506.788100
A_23_P141315,526.735800
A_23_P87351,5851.405000
AT_ssH_PC_3,972.790200
A_23_P155677,1006.279000
A_24_P938342,-3.425380
A_24_P131173,6.869610
A_32_P76091,114.935700
A_24_P50489,10040.500000
A_24_P276932,1549.439000
A_24_P838448,128.506400
A_23_P337746,33.098200
A_23_P216689,257.031300
A_24_P208897,-2.345922
A_24_P42557,5.840239
(+)E1A_r60_3,73.876840
A_23_P93295,7.525123
A_24_P926770,316.672600
A_23_P67355,242.280500
A_23_P48487,49.292740
A_23_P204947,20828.700000
A_24_P50738,0.494951
A_24_P624263,11.774840
A_23_P351328,12.686110
A_23_P129829,4588.120000
A_23_P142688,249.913100
A_32_P10665,35.176520
A_23_P53015,120.856900
A_23_P56855,2.811578
A_32_P184330,3.070012
A_24_P212086,2779.576000
A_24_P373475,-7.399445
A_23_P107597,37.497730
ETG02_36680,0.959637
A_24_P394940,7.779058
A_24_P912617,-3.204593
A_23_P152107,6227.352000
A_23_P97584,4096.045000
A_32_P146113,10.886720
(+)E1A_r60_a97,24028.680000
A_24_P305467,870.162300
A_23_P426140,93.412130
A_24_P356721,16003.570000
A_23_P356755,4359.199000
A_23_P379550,411.446800
A_23_P345710,323.177600
A_24_P719096,4.047153
A_24_P343233,518.293800
A_23_P408787,-6.278097
A_23_P344655,-0.949715
A_23_P350678,1.572060
A_23_P397933,6.132176
A_23_P145024,1168.130000
A_24_P104115,287.031900
A_23_P433829,68.237760
A_23_P110846,583.542900
A_24_P910381,18.213550
A_23_P110699,23.586450
DarkCorner,-2.326196
DarkCorner,-1.130449
DarkCorner,-0.140335
DarkCorner,-4.596575
DarkCorner,-0.996791
DarkCorner,-1.180160
DarkCorner,-4.234646
DarkCorner,0.488400
DarkCorner,-0.257867
DarkCorner,0.121570
GE_BrightCorner,27809.440000
DarkCorner,2.252566
DarkCorner,0.470203
DarkCorner,0.092045
DarkCorner,1.526969
DarkCorner,-3.156758
DarkCorner,-0.332023
DarkCorner,-3.276944
DarkCorner,-1.704786
DarkCorner,-2.830637
DarkCorner,-4.401315
A_23_P60811,2.468699
A_23_P112327,4.505459
A_24_P344890,11.180780
A_23_P111381,533.732600
A_23_P48414,33.242490
A_32_P3518,0.162705
A_32_P430743,11.983270
A_24_P405552,259.042900
A_23_P85015,3.390126
A_23_P215604,12.118870
A_23_P369815,32.715750
A_32_P174908,2677.413000
A_23_P47155,218.116000
A_23_P66211,44.875760
A_23_P14986,6494.159000
A_23_P146783,329.552000
A_24_P236008,553.954900
A_24_P228611,1.634286
A_24_P11900,12.005270
A_23_P419038,170.522900
A_23_P335143,-4.236787
A_23_P165078,1310.607000
A_23_P104484,-0.482859
A_23_P252145,44.600600
A_24_P363134,0.123181
A_23_P315364,32.989820
A_24_P766854,-3.577855
A_23_P200425,199.935700
A_32_P93996,39.256850
A_23_P10561,1.684549
A_23_P384825,7.282440
A_32_P136427,241.020000
A_23_P155830,3536.511000
RC5,-4.583439
A_32_P230059,2876.784000
A_23_P63167,9.848354
A_23_P158461,8.383994
A_23_P75973,118.880800
A_24_P209204,8517.294000
A_32_P213091,-2.107379
A_24_P119002,218.064400
A_24_P161086,835.503300
A_32_P205913,127.817600
A_23_P337767,102.873300
ETG10_13482,-4.457947
A_32_P59010,280.470100
A_23_P427299,45.473600
A_23_P17655,233.200700
A_23_P164100,7.093358
A_23_P31725,2.764093
A_32_P66072,61.471260
A_23_P39454,1.689236
A_23_P67332,984.234500
ETG04_27747,-1.789930
A_23_P205646,1484.500000
A_24_P157415,653.999200
A_23_P418493,1436.023000
A_24_P3415,583.291200
A_32_P136269,-0.427999
A_23_P39040,2503.977000
A_24_P295620,1740.196000
A_32_P146777,88.401370
A_24_P410639,1194.219000
A_23_P124384,14.525330
A_23_P125771,91.351550
DarkCorner,-3.113133
DarkCorner,-2.883297
DarkCorner,-2.754666
DarkCorner,-5.405293
DarkCorner,-7.258598
DarkCorner,-4.339294
DarkCorner,2.066971
DarkCorner,-2.112474
DarkCorner,-1.260965
DarkCorner,1.250449
DarkCorner,1.872025
DarkCorner,-3.215262
DarkCorner,-2.057774
DarkCorner,-3.011102
DarkCorner,-3.532961
DarkCorner,0.053960
DarkCorner,-4.330949
DarkCorner,-5.828616
A_23_P93722,107.204400
A_23_P127288,-4.820140
A_23_P132294,16899.010000
A_24_P830006,9.974366
A_24_P710866,98.351500
