Reporter Identifier	VALUE
GE_BrightCorner	5.834547e+004
DarkCorner	1.584484e+000
DarkCorner	3.193659e+000
DarkCorner	1.714584e+000
DarkCorner	1.725249e+000
DarkCorner	4.105169e-001
DarkCorner	-1.820925e+000
DarkCorner	4.593927e-001
DarkCorner	-3.827051e+000
DarkCorner	-2.179288e+000
DarkCorner	-3.379932e+000
A_24_P66027	5.781139e+001
A_32_P77178	2.814652e+001
A_23_P212522	1.991644e+003
A_24_P934473	7.946326e+000
A_24_P9671	5.744962e+003
A_32_P29551	8.208381e+001
A_24_P801451	9.592379e+001
A_32_P30710	4.549009e+004
A_32_P89523	2.334448e+001
A_24_P704878	1.969217e+001
A_32_P86028	2.999377e+004
A_24_P470079	1.800841e+001
A_23_P65830	9.022802e+002
A_23_P109143	5.621768e+003
A_24_P595567	3.342278e+000
A_24_P391591	3.994464e+001
A_24_P799245	-4.529306e+000
A_24_P932757	-2.845828e+000
A_24_P835500	5.304529e+001
A_23_P54340	1.632337e+001
A_23_P67555	2.187606e+002
A_24_P286412	5.013167e+001
A_24_P229084	1.661665e+000
A_23_P202696	5.723578e+002
A_24_P927716	9.137584e+001
A_23_P124837	5.748973e+001
A_24_P329635	8.492655e+002
AT_D_3	-2.139769e+000
A_23_P148439	3.195389e+002
A_23_P137931	-1.396595e+000
A_23_P203819	4.015194e+003
A_32_P198868	-5.358000e-001
A_24_P687	2.039797e+000
A_23_P253052	5.468222e+002
A_32_P139302	2.132863e+001
A_23_P201647	9.420639e+002
A_24_P350557	-4.328329e+000
A_23_P146584	2.654107e+002
A_24_P289607	-4.092640e+000
A_32_P54289	7.697548e+001
A_23_P77000	5.230074e+001
A_23_P111020	8.355920e+001
A_32_P103558	5.486447e+002
A_32_P235289	1.304258e+001
A_32_P22191	6.350240e+001
A_24_P253251	1.495899e+003
A_24_P52168	5.066549e+001
A_24_P530900	4.345838e+001
A_23_P391894	7.950978e+000
A_24_P209571	1.470118e+004
A_24_P148907	4.664648e+002
A_24_P6825	1.944226e+000
A_23_P149281	2.409619e+002
A_23_P104098	5.481319e+001
A_24_P151920	8.543039e+001
A_24_P252223	4.603692e+002
A_32_P141065	1.095368e+002
A_23_P217015	4.267920e+002
A_32_P188888	1.713033e+001
A_23_P135381	8.315463e+002
A_23_P151294	-4.429531e-001
A_32_P149011	8.740973e+001
A_32_P156549	1.727278e+003
DarkCorner	-2.364115e+000
DarkCorner	-1.739304e+000
DarkCorner	-3.006200e+000
DarkCorner	-9.429478e-001
DarkCorner	-5.926381e-001
DarkCorner	-3.382403e+000
DarkCorner	-9.826715e-002
DarkCorner	-3.473545e+000
DarkCorner	-1.345662e+000
GE_BrightCorner	5.279543e+004
GE_BrightCorner	5.130108e+004
GE_BrightCorner	5.919084e+004
DarkCorner	-8.020906e-001
DarkCorner	1.947065e+000
DarkCorner	-2.885756e+000
DarkCorner	3.214268e+000
DarkCorner	-1.070515e+000
DarkCorner	-1.845767e+000
DarkCorner	-1.887602e+000
DarkCorner	-1.513966e+000
DarkCorner	-1.106135e-001
A_23_P215419	3.334191e+001
A_23_P145874	5.698517e+000
AT_ssH_TR_5	2.390259e+001
A_23_P127662	4.866245e+001
A_23_P253029	1.191305e+003
A_32_P125233	2.114900e+001
A_24_P298846	4.708410e+002
A_23_P141315	4.894549e+002
A_23_P87351	6.147389e+003
AT_ssH_PC_3	8.801596e+002
A_23_P155677	1.320363e+003
A_24_P938342	-2.230364e+000
A_24_P131173	4.395812e+000
A_32_P76091	1.761801e+002
A_24_P50489	1.183322e+004
A_24_P276932	1.586533e+003
A_24_P838448	1.380773e+002
A_23_P337746	2.263888e+001
A_23_P216689	4.061450e+002
A_24_P208897	2.651857e+000
A_24_P42557	7.641595e+000
(+)E1A_r60_3	5.545958e+000
A_23_P93295	3.938430e+000
A_24_P926770	2.840932e+002
A_23_P67355	1.804440e+002
A_23_P48487	4.759599e+001
A_23_P204947	2.645694e+004
A_24_P50738	-6.193398e-001
A_24_P624263	3.674155e+000
A_23_P351328	8.028468e+000
A_23_P129829	4.018340e+003
A_23_P142688	2.164586e+002
A_32_P10665	7.056751e+001
A_23_P53015	1.165439e+002
A_23_P56855	5.417045e+000
A_32_P184330	6.228195e+000
A_24_P212086	4.557747e+003
A_24_P373475	-5.753882e+000
A_23_P107597	4.595917e+001
ETG02_36680	-4.578167e+000
A_24_P394940	2.067052e+000
A_24_P912617	-1.196752e+000
A_23_P152107	6.983866e+003
A_23_P97584	4.431577e+003
A_32_P146113	6.727160e+000
(+)E1A_r60_a97	1.965204e+004
A_24_P305467	8.748417e+002
A_23_P426140	2.194769e+002
A_24_P356721	1.670785e+004
A_23_P356755	5.523339e+003
A_23_P379550	3.484541e+002
A_23_P345710	2.405989e+002
A_24_P719096	2.254170e+000
A_24_P343233	4.848979e+002
A_23_P408787	-4.141099e+000
A_23_P344655	-8.143053e-002
A_23_P350678	-1.958484e+000
A_23_P397933	1.707864e+000
A_23_P145024	1.280537e+003
A_24_P104115	1.121530e+002
A_23_P433829	1.160495e+002
A_23_P110846	6.864433e+002
A_24_P910381	1.880724e+001
A_23_P110699	3.694783e+001
DarkCorner	-1.885849e+000
DarkCorner	-3.711593e+000
DarkCorner	-5.018980e-001
DarkCorner	-3.791004e+000
DarkCorner	-2.925723e+000
DarkCorner	-7.363360e-001
DarkCorner	-3.384444e+000
DarkCorner	-1.789361e+000
DarkCorner	4.577814e-002
DarkCorner	-2.589921e+000
GE_BrightCorner	5.130844e+004
DarkCorner	-1.064047e+000
DarkCorner	-7.633284e-001
DarkCorner	-6.500834e-001
DarkCorner	1.604376e+000
DarkCorner	-2.123364e-001
DarkCorner	-7.237622e-001
DarkCorner	2.411513e-001
DarkCorner	-1.407791e-001
DarkCorner	-1.270945e+000
DarkCorner	-1.926398e-003
A_23_P60811	1.660501e+000
A_23_P112327	7.659524e+000
A_24_P344890	1.299810e+001
A_23_P111381	7.842443e+002
A_23_P48414	2.976556e+001
A_32_P3518	4.973113e+000
A_32_P430743	7.346677e+000
A_24_P405552	3.724085e+002
A_23_P85015	6.764423e+000
A_23_P215604	4.329104e+001
A_23_P369815	3.671439e+001
A_32_P174908	3.589112e+003
A_23_P47155	2.551084e+002
A_23_P66211	4.096205e+001
A_23_P14986	5.026155e+003
A_23_P146783	2.719785e+002
A_24_P236008	9.106428e+002
A_24_P228611	1.551930e+000
A_24_P11900	8.148848e+000
A_23_P419038	1.826365e+002
A_23_P335143	8.488876e-001
A_23_P165078	9.561014e+002
A_23_P104484	1.793846e+000
A_23_P252145	5.225945e+001
A_24_P363134	-6.699337e-001
A_23_P315364	2.632290e+001
A_24_P766854	-2.236483e+000
A_23_P200425	2.238754e+002
A_32_P93996	1.806057e+001
A_23_P10561	1.752191e+000
A_23_P384825	1.351097e+001
A_32_P136427	2.694452e+002
A_23_P155830	2.947575e+003
RC5	-5.254895e+000
A_32_P230059	4.476656e+003
A_23_P63167	7.053655e+000
A_23_P158461	4.693128e+000
A_23_P75973	1.174744e+002
A_24_P209204	9.731135e+003
A_32_P213091	8.820979e-001
A_24_P119002	2.328102e+002
A_24_P161086	1.043871e+003
A_32_P205913	1.333491e+002
A_23_P337767	1.087920e+002
ETG10_13482	-3.482996e+000
A_32_P59010	4.042529e+002
A_23_P427299	2.309985e+001
A_23_P17655	2.543556e+002
A_23_P164100	1.056328e+000
A_23_P31725	-3.884482e-001
A_32_P66072	2.168018e+001
A_23_P39454	9.177596e-001
A_23_P67332	7.106971e+002
ETG04_27747	-1.778791e+000
A_23_P205646	1.984215e+003
A_24_P157415	8.832856e+002
A_23_P418493	1.110890e+003
A_24_P3415	1.031477e+003
A_32_P136269	-2.284960e+000
A_23_P39040	2.648441e+003
A_24_P295620	2.551325e+003
A_32_P146777	8.271361e+001
A_24_P410639	1.314504e+003
A_23_P124384	1.306559e+001
A_23_P125771	7.444248e+001
DarkCorner	-1.372263e+000
DarkCorner	-2.178637e+000
DarkCorner	-3.840892e+000
DarkCorner	-2.048252e+000
DarkCorner	-4.470503e+000
DarkCorner	-2.458672e+000
DarkCorner	-2.592370e+000
DarkCorner	1.046050e+001
DarkCorner	5.714735e+000
DarkCorner	-1.071206e+000
DarkCorner	2.371921e-001
DarkCorner	1.058337e+000
DarkCorner	1.967524e+000
DarkCorner	4.623489e-001
DarkCorner	-9.093831e-001
DarkCorner	-2.484720e+000
DarkCorner	-1.786940e+000
DarkCorner	-7.675033e-001
A_23_P93722	1.276379e+002
A_23_P127288	-2.887204e+000
A_23_P132294	1.402419e+004
A_24_P830006	1.764364e+001
A_24_P710866	1.371631e+002
A_23_P313640	5.803961e+002
A_24_P100368	2.940667e+002
A_32_P105397	3.089184e+002
A_24_P121271	7.614244e+002
A_32_P18838	2.378834e+002
A_23_P163099	8.604994e+001
A_24_P324783	1.252117e+001
A_24_P144183	9.111456e+003
A_23_P8625	9.852600e+000
A_24_P124550	3.826154e+001
A_23_P92842	3.114435e+003
A_23_P7033	3.409767e+003
A_23_P130865	2.386598e+002
A_23_P33809	2.803114e+003
A_23_P367071	3.327149e+001
A_24_P50437	4.687340e+003
A_32_P66674	1.916643e+000
A_24_P214552	9.592896e+000
A_23_P95050	1.435754e+002
A_23_P99452	7.702479e+000
A_23_P98900	1.841821e+002
A_32_P19917	5.414913e+001
A_24_P897997	1.730756e+001
A_23_P107211	2.429240e+002
A_32_P175715	7.063615e+000
A_23_P348138	2.036328e+002
A_24_P489105	2.071296e+001
A_32_P202587	6.288352e+001
A_23_P355075	4.325279e+001
A_32_P93584	7.730308e+000
A_32_P208200	2.919268e+001
A_32_P162416	6.051312e+001
A_32_P79103	4.132535e+001
A_24_P28657	1.947227e+002
A_23_P99044	4.330727e+001
A_24_P509948	6.060959e+001
A_24_P397204	8.583391e+001
A_23_P28834	1.578542e+003
A_23_P251868	-2.825477e+000
A_23_P202156	5.028549e+001
RC1	-4.426806e+000
A_24_P289954	6.772698e-001
A_23_P33927	8.237466e+001
A_23_P56798	1.309885e+003
A_23_P327307	1.159865e+002
A_23_P170337	2.697351e+003
A_24_P182586	3.236941e+002
A_23_P416766	-3.758682e+000
A_23_P363831	6.405093e+002
A_24_P144625	2.487600e+001
A_24_P913828	9.571775e+001
A_23_P329286	1.602144e+002
A_23_P18913	1.573123e+000
A_23_P420218	3.377081e+001
A_23_P92025	5.156249e+002
A_32_P187234	1.253528e+001
A_32_P204795	4.778558e+001
A_23_P156996	4.012683e+001
A_24_P579439	2.637660e+002
A_32_P89827	3.899126e+001
A_23_P201538	2.757364e+003
A_24_P366535	1.114488e+003
DarkCorner	-3.164227e+000
DarkCorner	-1.654913e+000
DarkCorner	-2.392163e+000
DarkCorner	-3.987649e+000
DarkCorner	-2.578667e+000
DarkCorner	-3.882029e+000
DarkCorner	1.656579e+000
DarkCorner	1.479928e+000
DarkCorner	7.419990e-001
DarkCorner	6.827894e-001
DarkCorner	-1.006881e+000
DarkCorner	-3.317427e-001
