Reporter Identifier	VALUE
GE_BrightCorner	1.159108e+005
DarkCorner	5.209872e+000
DarkCorner	-1.604622e+000
DarkCorner	-1.007898e+000
DarkCorner	-3.643882e+000
DarkCorner	-2.487810e+000
DarkCorner	-2.990202e+000
DarkCorner	-2.201894e+000
DarkCorner	-2.035275e+000
DarkCorner	-1.391742e+000
DarkCorner	2.969819e-001
A_24_P66027	5.302485e+001
A_32_P77178	1.583864e+001
A_23_P212522	1.643269e+003
A_24_P934473	1.215348e+001
A_24_P9671	5.376206e+003
A_32_P29551	4.807436e+001
A_24_P801451	4.686203e+001
A_32_P30710	4.595945e+004
A_32_P89523	2.090089e+001
A_24_P704878	4.295176e+000
A_32_P86028	2.642835e+004
A_24_P470079	6.936811e+000
A_23_P65830	8.236855e+002
A_23_P109143	5.383580e+003
A_24_P595567	2.304284e+000
A_24_P391591	5.911481e+001
A_24_P799245	-6.440649e+000
A_24_P932757	-1.161655e+001
A_24_P835500	8.122371e+001
A_23_P54340	1.792793e+001
A_23_P67555	3.220461e+002
A_24_P286412	9.733639e+001
A_24_P229084	-6.599798e+000
A_23_P202696	5.582679e+002
A_24_P927716	1.654281e+002
A_23_P124837	3.030758e+001
A_24_P329635	1.329778e+003
AT_D_3	9.553867e+000
A_23_P148439	6.286476e+002
A_23_P137931	-9.324804e+000
A_23_P203819	6.116840e+003
A_32_P198868	-1.309944e+000
A_24_P687	-7.565172e+000
A_23_P253052	1.031667e+003
A_32_P139302	4.097526e+001
A_23_P201647	1.027694e+003
A_24_P350557	-3.402203e-001
A_23_P146584	2.945427e+002
A_24_P289607	-2.948325e+000
A_32_P54289	1.957154e+002
A_23_P77000	1.017774e+002
A_23_P111020	8.477803e+001
A_32_P103558	5.200380e+002
A_32_P235289	1.875911e+001
A_32_P22191	7.926989e+001
A_24_P253251	1.700343e+003
A_24_P52168	5.905108e+002
A_24_P530900	7.734678e+002
A_23_P391894	5.242513e+002
A_24_P209571	7.684633e+003
A_24_P148907	4.844002e+002
A_24_P6825	1.097747e+002
A_23_P149281	5.686204e+002
A_23_P104098	2.816363e+002
A_24_P151920	1.033133e+002
A_24_P252223	4.370841e+002
A_32_P141065	1.268680e+002
A_23_P217015	6.315915e+002
A_32_P188888	2.880969e+001
A_23_P135381	1.213229e+003
A_23_P151294	-6.037982e+000
A_32_P149011	8.626826e+001
A_32_P156549	2.560972e+003
DarkCorner	-4.599512e+000
DarkCorner	-5.459051e+000
DarkCorner	-5.581737e+000
DarkCorner	-2.879614e+000
DarkCorner	-3.553823e+000
DarkCorner	-2.811242e+000
DarkCorner	-2.437172e+000
DarkCorner	9.587511e-001
DarkCorner	-1.072796e+000
GE_BrightCorner	1.083167e+005
GE_BrightCorner	1.105451e+005
GE_BrightCorner	1.150905e+005
DarkCorner	1.377443e+000
DarkCorner	3.650843e-001
DarkCorner	-4.317248e+000
DarkCorner	-2.827639e+000
DarkCorner	-1.229973e-001
DarkCorner	-3.513190e+000
DarkCorner	-4.896063e+000
DarkCorner	-5.527669e-001
DarkCorner	4.160353e+000
A_23_P215419	5.161978e+001
A_23_P145874	5.844499e+000
AT_ssH_TR_5	1.317856e+001
A_23_P127662	5.190398e+001
A_23_P253029	1.675482e+003
A_32_P125233	2.836380e+001
A_24_P298846	3.911179e+002
A_23_P141315	7.028603e+002
A_23_P87351	9.979863e+003
AT_ssH_PC_3	1.317938e+003
A_23_P155677	1.248985e+003
A_24_P938342	-5.182639e+000
A_24_P131173	1.361448e+001
A_32_P76091	2.407814e+002
A_24_P50489	8.706914e+003
A_24_P276932	9.529516e+002
A_24_P838448	1.740126e+002
A_23_P337746	7.522831e+001
A_23_P216689	5.694128e+002
A_24_P208897	-3.784036e+000
A_24_P42557	-1.358977e+000
(+)E1A_r60_3	-1.349003e+000
A_23_P93295	3.878784e+000
A_24_P926770	2.319196e+002
A_23_P67355	1.583400e+002
A_23_P48487	7.173122e+001
A_23_P204947	3.042888e+004
A_24_P50738	5.127203e-001
A_24_P624263	1.143310e+001
A_23_P351328	8.064941e+000
A_23_P129829	5.122580e+003
A_23_P142688	3.056210e+002
A_32_P10665	7.184516e+001
A_23_P53015	1.486295e+002
A_23_P56855	-1.864207e-001
A_32_P184330	5.056900e+000
A_24_P212086	2.357753e+003
A_24_P373475	-5.789818e+000
A_23_P107597	2.895202e+001
ETG02_36680	7.430510e+000
A_24_P394940	-1.889734e-001
A_24_P912617	3.639332e+000
A_23_P152107	5.305314e+003
A_23_P97584	6.703214e+003
A_32_P146113	2.569495e+002
(+)E1A_r60_a97	1.807942e+004
A_24_P305467	1.408667e+003
A_23_P426140	2.498864e+002
A_24_P356721	6.846345e+003
A_23_P356755	4.635869e+003
A_23_P379550	3.435764e+002
A_23_P345710	4.500061e+002
A_24_P719096	4.342908e+002
A_24_P343233	1.067410e+003
