Reporter Identifier	VALUE
GE_BrightCorner	6.974740e+004
DarkCorner	3.229620e+001
DarkCorner	2.979218e+001
DarkCorner	2.963376e+001
DarkCorner	2.880290e+001
DarkCorner	3.312488e+001
DarkCorner	3.413393e+001
DarkCorner	2.982213e+001
DarkCorner	3.313869e+001
DarkCorner	2.751491e+001
DarkCorner	3.137698e+001
A_24_P66027	5.686352e+001
A_32_P77178	5.217598e+001
A_23_P212522	2.236513e+003
A_24_P934473	3.841126e+001
A_24_P9671	8.140486e+003
A_32_P29551	5.691844e+001
A_24_P801451	1.211382e+002
A_32_P30710	3.563814e+004
A_32_P89523	4.608927e+001
A_24_P704878	3.756482e+001
A_32_P86028	2.434043e+004
A_24_P470079	4.074895e+001
A_23_P65830	8.615724e+002
A_23_P109143	5.557363e+003
A_24_P595567	3.211167e+001
A_24_P391591	1.003551e+002
A_24_P799245	2.574082e+001
A_24_P932757	2.462517e+001
A_24_P835500	1.154149e+002
A_23_P54340	3.595016e+001
A_23_P67555	2.495912e+002
A_24_P286412	8.176077e+001
A_24_P229084	2.523601e+001
A_23_P202696	7.406141e+002
A_24_P927716	1.608587e+002
A_23_P124837	1.070041e+002
A_24_P329635	9.608140e+002
AT_D_3	3.236104e+001
A_23_P148439	3.833104e+002
A_23_P137931	2.184309e+001
A_23_P203819	5.611522e+003
A_32_P198868	2.705000e+001
A_24_P687	2.916157e+001
A_23_P253052	7.592870e+002
A_32_P139302	4.309687e+001
A_23_P201647	1.525607e+003
A_24_P350557	1.809574e+001
A_23_P146584	4.292157e+002
A_24_P289607	1.899326e+001
A_32_P54289	1.099767e+002
A_23_P77000	7.336104e+001
A_23_P111020	8.017168e+001
A_32_P103558	5.268068e+002
A_32_P235289	2.349630e+001
A_32_P22191	7.771637e+001
A_24_P253251	1.252157e+003
A_24_P52168	5.189418e+001
A_24_P530900	8.223277e+001
A_23_P391894	2.566291e+001
A_24_P209571	1.697870e+004
A_24_P148907	7.590369e+001
A_24_P6825	1.393284e+001
A_23_P149281	6.466952e+002
A_23_P104098	4.682768e+001
A_24_P151920	8.674554e+001
A_24_P252223	5.677942e+002
A_32_P141065	8.900725e+001
A_23_P217015	3.720224e+002
A_32_P188888	2.771774e+001
A_23_P135381	1.075724e+003
A_23_P151294	9.346825e+000
A_32_P149011	1.025269e+002
A_32_P156549	2.178453e+003
DarkCorner	2.770702e+000
DarkCorner	5.143724e-001
DarkCorner	5.907579e+000
DarkCorner	1.031628e+001
DarkCorner	1.724712e+001
DarkCorner	1.603421e+001
DarkCorner	1.799006e+001
