Reporter Identifier	VALUE
GE_BrightCorner	5.873306e+004
DarkCorner	4.102557e+000
DarkCorner	9.388192e+000
DarkCorner	-8.342800e-001
DarkCorner	2.469453e+000
DarkCorner	-3.049218e+000
DarkCorner	-4.714208e+000
DarkCorner	-5.802192e+000
DarkCorner	1.727735e+000
DarkCorner	4.960022e+000
DarkCorner	-3.475281e+000
A_24_P66027	2.651137e+001
A_32_P77178	2.925710e+001
A_23_P212522	2.231084e+003
A_24_P934473	3.254587e+000
A_24_P9671	8.028311e+003
A_32_P29551	5.222915e+001
A_24_P801451	7.912564e+001
A_32_P30710	4.033423e+004
A_32_P89523	4.591700e+000
A_24_P704878	-1.858949e+000
A_32_P86028	2.583150e+004
A_24_P470079	4.435784e+000
A_23_P65830	7.773560e+002
A_23_P109143	6.370386e+003
A_24_P595567	-3.857544e+000
A_24_P391591	7.118293e+001
A_24_P799245	-1.305069e+001
A_24_P932757	-1.162698e+001
A_24_P835500	1.104030e+002
A_23_P54340	3.853525e+000
A_23_P67555	2.036483e+002
A_24_P286412	4.837826e+001
A_24_P229084	2.346356e+000
A_23_P202696	7.174537e+002
A_24_P927716	9.629712e+001
A_23_P124837	7.227546e+001
A_24_P329635	6.475186e+002
AT_D_3	-8.004729e+000
A_23_P148439	2.407130e+002
A_23_P137931	-1.084942e+001
A_23_P203819	5.368300e+003
A_32_P198868	-7.370453e+000
A_24_P687	-4.686421e+000
A_23_P253052	7.309564e+002
A_32_P139302	1.570620e+001
A_23_P201647	1.355664e+003
A_24_P350557	-6.251776e+000
A_23_P146584	4.499426e+002
A_24_P289607	-8.737026e+000
A_32_P54289	1.187881e+002
A_23_P77000	3.437259e+001
A_23_P111020	5.924825e+001
A_32_P103558	4.709170e+002
A_32_P235289	5.670954e+000
A_32_P22191	6.334829e+001
A_24_P253251	1.285096e+003
A_24_P52168	4.485947e+001
A_24_P530900	6.424361e+001
A_23_P391894	1.019902e+001
A_24_P209571	1.916525e+004
A_24_P148907	6.494431e+001
A_24_P6825	1.380768e+001
A_23_P149281	5.105884e+002
A_23_P104098	6.857948e+001
A_24_P151920	1.393643e+002
A_24_P252223	4.853311e+002
A_32_P141065	1.603617e+002
A_23_P217015	4.761510e+002
A_32_P188888	5.123169e+001
A_23_P135381	1.005575e+003
A_23_P151294	5.762909e+001
A_32_P149011	1.777343e+002
A_32_P156549	2.704928e+003
DarkCorner	1.176575e+001
DarkCorner	1.837310e+001
DarkCorner	2.755973e+001
DarkCorner	1.971065e+001
DarkCorner	5.510231e+001
DarkCorner	4.920977e+001
DarkCorner	2.447821e+001
DarkCorner	3.449792e+001
DarkCorner	2.669237e+001
GE_BrightCorner	6.095663e+004
GE_BrightCorner	6.198955e+004
GE_BrightCorner	5.982683e+004
DarkCorner	8.857905e-001
DarkCorner	-5.367179e+000
DarkCorner	-6.184515e+000
DarkCorner	-4.145481e+000
DarkCorner	-7.158477e+000
DarkCorner	-6.096888e+000
DarkCorner	-7.045919e+000
DarkCorner	-1.724810e+000
DarkCorner	-5.416989e+000
A_23_P215419	1.575906e+001
A_23_P145874	1.168157e+001
AT_ssH_TR_5	2.612191e+001
A_23_P127662	1.274624e+001
A_23_P253029	1.032256e+003
A_32_P125233	2.184860e+001
A_24_P298846	4.549963e+002
A_23_P141315	4.972876e+002
A_23_P87351	7.528094e+003
AT_ssH_PC_3	1.086051e+003
A_23_P155677	1.364426e+003
A_24_P938342	-1.120617e+001
A_24_P131173	-1.564288e+000
A_32_P76091	3.307461e+002
A_24_P50489	1.008718e+004
A_24_P276932	2.579707e+003
A_24_P838448	1.644359e+002
A_23_P337746	3.541424e+001
A_23_P216689	6.400177e+002
A_24_P208897	-5.169469e-001
A_24_P42557	5.067719e+000
(+)E1A_r60_3	2.584993e+000
A_23_P93295	-4.608086e+000
A_24_P926770	4.081331e+002
A_23_P67355	1.599239e+002
A_23_P48487	1.838936e+001
A_23_P204947	2.087569e+004
A_24_P50738	2.260371e+001
A_24_P624263	-4.769690e+000
A_23_P351328	4.671914e+000
A_23_P129829	3.189198e+003
A_23_P142688	2.923787e+002
A_32_P10665	7.039157e+001
A_23_P53015	1.173959e+002
A_23_P56855	-4.157931e+000
A_32_P184330	7.473143e+000
A_24_P212086	3.687226e+003
A_24_P373475	-1.216192e+001
A_23_P107597	3.744769e+001
ETG02_36680	-7.258430e+000
A_24_P394940	-4.148505e+000
A_24_P912617	-4.039462e+000
A_23_P152107	8.463067e+003
A_23_P97584	6.067281e+003
A_32_P146113	5.017913e+000
(+)E1A_r60_a97	2.055661e+004
A_24_P305467	5.301175e+002
A_23_P426140	2.309881e+002
A_24_P356721	1.604197e+004
A_23_P356755	5.372606e+003
A_23_P379550	5.210206e+002
A_23_P345710	3.982022e+002
A_24_P719096	5.425100e+001
A_24_P343233	2.459610e+002
A_23_P408787	2.485206e+001
A_23_P344655	3.298855e+001
A_23_P350678	2.718355e+001
A_23_P397933	1.027224e+002
A_23_P145024	1.706918e+003
A_24_P104115	9.297896e+001
A_23_P433829	1.493956e+002
A_23_P110846	1.193862e+003
A_24_P910381	8.481756e+001
A_23_P110699	1.180472e+002
DarkCorner	2.100831e+001
DarkCorner	4.564067e+000
DarkCorner	1.878694e+001
DarkCorner	1.120807e+001
DarkCorner	2.423598e+001
DarkCorner	5.171511e+001
DarkCorner	3.521652e+001
DarkCorner	1.735689e+001
DarkCorner	3.503534e+000
DarkCorner	-6.152291e+000
GE_BrightCorner	5.576787e+004
DarkCorner	3.002282e+001
DarkCorner	-7.232124e-001
DarkCorner	-3.492984e+000
DarkCorner	-8.913466e+000
DarkCorner	-1.790759e+000
DarkCorner	-6.702789e+000
DarkCorner	-1.153888e+001
DarkCorner	-6.539734e+000
DarkCorner	-3.796596e+000
DarkCorner	-2.668474e+000
A_23_P60811	-2.502091e+000
A_23_P112327	-1.409382e+000
A_24_P344890	1.722750e+001
A_23_P111381	1.028320e+003
A_23_P48414	5.306134e+001
A_32_P3518	-8.404085e+000
A_32_P430743	1.096298e+001
A_24_P405552	3.269374e+002
A_23_P85015	5.609387e+000
A_23_P215604	2.808612e+001
A_23_P369815	4.705004e+001
A_32_P174908	4.406758e+003
A_23_P47155	2.765087e+002
A_23_P66211	2.759619e+001
A_23_P14986	3.320835e+003
A_23_P146783	5.962673e+002
A_24_P236008	1.114412e+003
A_24_P228611	-6.048804e+000
A_24_P11900	1.048506e+001
A_23_P419038	2.864692e+002
A_23_P335143	-3.212190e+000
A_23_P165078	1.256990e+003
A_23_P104484	-6.273665e+000
A_23_P252145	6.270761e+001
A_24_P363134	-4.318281e+000
A_23_P315364	5.734859e+001
A_24_P766854	-5.370647e+000
A_23_P200425	3.533974e+002
A_32_P93996	2.252005e+001
A_23_P10561	-8.348202e+000
